UID_MEDIAFILM,TITRE_ORIGINAL,TITRE_FRANÇAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNÉE_PRODUCTION,COTE_MEDIAFILM,GENRE,DATE_HEURE_DIFFUSION,RÉALISATION
1031,"Waterboy, The","Porteur d'eau, Le",US,,,,,,1998,5,Comédie,2015-11-21T15:00:00,Frank Coraci 
65132,Horici ker,Sacrifice,CZ,,,,,,2013,0,Drame,2015-11-21T23:30:00,Agnieszka Holland 
45591,Beverly Hills Chihuahua,"Chihuahua de Beverly Hills, Le",US,,,,,,2008,5,Comédie fantaisiste,2015-11-22T15:00:00,Raja Gosnell 
58464,Polisse,Polisse,FR,,,,,,2011,4,Drame social,2015-11-22T23:25:00,Maïwenn 
64494,Peace & Love,"Guerre des sentiments, La",GB,,,,,,2010,0,Drame policier,2015-11-23T01:30:00,Daniel O'Hara 
58137,"Fille du puisatier, La","Fille du puisatier, La",FR,,,,,,2011,4,Drame sentimental,2015-11-27T23:00:00,Daniel Auteuil 
45397,"Longshots, The","Quart-arrière, La",US,,,,,,2008,5,Drame sportif,2015-11-28T15:00:00,Fred Durst 
46572,Knowing,Prédictions,US,,,,,,2009,5,Thriller,2015-11-28T23:30:00,Alex Proyas 
45766,Bolt,Volt,US,,,,,,2008,4,Film d'animation,2015-11-29T15:00:00,"Byron Howard, Chris Williams "
62600,Dans la maison,Dans la maison,FR,,,,,,2012,3,Comédie dramatique,2015-11-29T23:25:00,François Ozon 
25765,Hibernatus,Hibernatus,FR,IT,,,,,1969,4,Comédie fantaisiste,2015-11-30T01:05:00,Édouard Molinaro 
63868,"Démantèlement, Le","Démantèlement, Le",CA,QC,,,,,2013,3,Drame,2015-12-04T23:00:00,Sébastien Pilote 
50633,"Sorcerer's Apprentice, The","Apprenti sorcier, L'",US,,,,,,2010,4,Drame fantastique,2015-12-05T15:00:00,Jon Turteltaub 
44622,Sense and Sensibility,Raison et sentiments,GB,,,,,,2008,4,Comédie dramatique,2015-12-05T23:30:00,John Alexander 
48488,Noémie - Le Secret,Noémie - Le Secret,CA,QC,,,,,2008,5,Comédie dramatique,2015-12-06T15:00:00,Frédérik D'Amours 
13853,"Age of Innocence, The","Temps de l'innocence, Le",US,,,,,,1993,2,Drame de moeurs,2015-12-06T23:25:00,Martin Scorsese 
33644,"Broken Arrow, The","Flèche brisée, La",US,,,,,,1949,3,Western,2015-12-07T01:40:00,Delmer Daves 
45825,"Grand Départ, Le","Grand Départ, Le",CA,QC,,,,,2008,5,Comédie sentimentale,2015-12-11T23:00:00,Claude Meunier 
48856,"Légende de Sarila, La","Légende de Sarila, La",CA,QC,,,,,2013,4,Film d'animation,2015-12-12T15:00:00,Nancy Florence Savard 
15121,Chaplin,Chaplin,US,,,,,,1992,5,Drame biographique,2015-12-12T23:30:00,Richard Attenborough 
45142,WALL-E,WALL-E,US,,,,,,2008,3,Film d'animation,2015-12-13T15:00:00,Andrew Stanton 
61626,De rouille et d'os,De rouille et d'os,FR,BE,,,,,2012,3,Drame,2015-12-13T23:25:00,Jacques Audiard 
31242,"Trouble With Harry, The",Mais... qui a tué Harry?,US,,,,,,1955,3,Comédie policière,2015-12-14T01:00:00,Alfred Hitchcock 
63655,Émilie,Émilie,CA,QC,,,,,2013,5,Comédie sentimentale,2015-12-18T23:00:00,Guillaume Lonergan 
16470,"Addams Family, The","Famille Addams, La",US,,,,,,1991,4,Comédie fantaisiste,2015-12-19T13:00:00,Barry Sonnenfeld 
56856,Rio,Rio,US,,,,,,2011,4,Film d'animation,2015-12-19T15:00:00,Carlos Saldanha 
10016,"Turn of the Screw, The","Tour d'écrou, Le",GB,FR,,,,,1992,6,Drame fantastique,2015-12-19T23:30:00,Rusty Lemorande 
47852,"Life Before Her Eyes, The","Vie devant ses yeux, La",US,,,,,,2007,5,Drame psychologique,2015-12-20T01:30:00,Vadim Perelman 
44204,Enchanted,Il était une fois,US,,,,,,2007,4,Comédie fantaisiste,2015-12-20T15:00:00,Kevin Lima 
64285,"Iceman, The","Tueur à gages, Le",US,,,,,,2012,4,Drame biographique,2015-12-21T02:30:00,Ariel Vromen 
69956,Die rote Zora,Zora la rousse,DE,SE,,,,,2008,0,Aventures,2015-12-21T09:00:00,Peter Kahane 
45509,Igor,Igor,US,,,,,,2008,5,Film d'animation,2015-12-21T13:00:00,Tony Leondis 
2107,"Mystérieuse Mademoiselle C., La","Mystérieuse Mademoiselle C., La",CA,QC,,,,,2002,4,Comédie fantaisiste,2015-12-21T15:00:00,Richard Ciupka 
57819,In Time,En temps,US,,,,,,2011,4,Science-fiction,2015-12-21T23:00:00,Andrew Niccol 
48167,Agathe Cléry,Agathe Cléry,FR,,,,,,2008,5,Comédie,2015-12-22T00:30:00,Étienne Chatiliez 
64300,Amour et turbulences,Amour et turbulences,FR,,,,,,2013,5,Comédie sentimentale,2015-12-22T02:30:00,Alexandre Castagnetti 
60549,Zarafa,Zarafa,FR,,,,,,2011,3,Film d'animation,2015-12-22T09:00:00,"Jean-Christophe Lie, Rémi Bezançon "
47593,G-Force,Opération G-Force,US,,,,,,2009,4,Comédie fantaisiste,2015-12-22T13:00:00,Hoyt Yeatman 
39226,"Incomparable Mademoiselle C., L'","Incomparable Mademoiselle C., L'",CA,QC,,,,,2004,4,Comédie fantaisiste,2015-12-22T15:00:00,Richard Ciupka 
65546,Diana,Diana,GB,,,,,,2013,5,Drame historique,2015-12-22T22:30:00,Oliver Hirschbiegel 
38679,"Missing, The","Disparues, Les",US,,,,,,2003,4,Western,2015-12-23T00:30:00,Ron Howard 
64476,Yoko,Yoko,DE,AT,,,,,2012,0,Aventures,2015-12-23T09:00:00,Franziska Buch 
3934,"Happy Christmas, Miss King","Joyeux Noël, mademoiselle King",CA,,,,,,1998,0,Comédie dramatique,2015-12-23T13:00:00,Stefan Scaini 
46032,Confessions of a Shopaholic,Confessions d'une accro du shopping,US,,,,,,2009,6,Comédie,2015-12-23T15:00:00,P.J. Hogan 
46981,De père en flic,De père en flic,CA,QC,,,,,2009,4,Comédie policière,2015-12-23T20:00:00,Émile Gaudreault 
69957,Great Expectations,De grandes espérances,GB,US,,,,,2011,0,Drame,2015-12-23T22:30:00,Brian Kirk 
54749,On the Road,Sur la route,US,,,,,,2011,4,Drame de moeurs,2015-12-24T01:30:00,Walter Salles 
62691,Secret of the Wings,Clochette et le secret des fées,US,,,,,,2012,5,Film d'animation,2015-12-24T09:00:00,Peggy Holmes 
4836,Meet Me in St. Louis,"Chant du Missouri, Le",US,,,,,,1944,2,Comédie musicale,2015-12-24T13:00:00,Vincente Minnelli 
57753,Mr. Popper's Penguins,M. Popper et ses manchots,US,,,,,,2011,4,Comédie,2015-12-24T15:00:00,Mark Waters 
61388,Wreck-It Ralph,"Mondes de Ralph, Les",US,,,,,,2012,4,Film d'animation,2015-12-24T20:00:00,Rich Moore 
61755,Life of Pi,"Histoire de Pi, L'",US,,,,,,2012,3,Aventures,2015-12-24T23:30:00,Ang Lee 
24939,"Folie des grandeurs, La","Folie des grandeurs, La",FR,ES,IT,DE,,,1971,4,Comédie,2015-12-25T02:00:00,Gérard Oury 
48856,"Légende de Sarila, La","Légende de Sarila, La",CA,QC,,,,,2013,4,Film d'animation,2015-12-25T09:00:00,Nancy Florence Savard 
45880,Bedtime Stories,Histoires enchantées,US,,,,,,2008,4,Comédie fantaisiste,2015-12-25T13:00:00,Adam Shankman 
46654,Up,Là-haut,US,,,,,,2009,4,Film d'animation,2015-12-25T15:00:00,Pete Docter 
60488,Brave,Rebelle,US,,,,,,2012,4,Film d'animation,2015-12-25T20:00:00,"Brenda Chapman, Mark Andrews "
39708,"Choristes, Les","Choristes, Les",FR,CH,,,,,2004,4,Comédie dramatique,2015-12-25T22:30:00,Christophe Barratier 
4838,It's a Wonderful Life,"Vie est belle, La",US,,,,,,1946,2,Comédie fantaisiste,2015-12-26T00:30:00,Frank Capra 
56909,Cars 2,"Bagnoles 2, Les",US,,,,,,2011,4,Film d'animation,2015-12-26T13:00:00,"John Lasseter, Brad Lewis "
48836,Alice in Wonderland,Alice au pays des merveilles,US,,,,,,2010,3,Comédie fantaisiste,2015-12-26T15:00:00,Tim Burton 
58536,"Descendants, The","Descendants, Les",US,,,,,,2011,3,Comédie dramatique,2015-12-26T20:00:00,Alexander Payne 
45870,"Reader, The","Liseur, Le",US,,,,,,2008,3,Drame,2015-12-26T23:30:00,Stephen Daldry 
16377,"Doors, The","Doors, Les",US,,,,,,1991,4,Drame biographique,2015-12-27T02:00:00,Oliver Stone 
49690,How to Train Your Dragon,Dragons,US,,,,,,2010,4,Film d'animation,2015-12-27T15:00:00,"Chris Sanders, Dean DeBlois "
56350,Starbuck,Starbuck,CA,QC,,,,,2011,4,Comédie,2015-12-27T20:00:00,Ken Scott 
64761,Gabrielle,Gabrielle,CA,QC,,,,,2013,3,Drame psychologique,2015-12-27T22:30:00,Louise Archambault 
50827,Inception,Origine,US,GB,,,,,2010,2,Science-fiction,2015-12-28T00:15:00,Christopher Nolan 
45509,Igor,Igor,US,,,,,,2008,5,Film d'animation,2015-12-28T09:00:00,Tony Leondis 
27965,"Gendarme de Saint-Tropez, Le","Gendarme de Saint-Tropez, Le",FR,IT,,,,,1964,5,Comédie,2015-12-28T13:00:00,Jean Girault 
39227,13 Going on 30,13 ans bientôt 30,US,,,,,,2004,4,Comédie fantaisiste,2015-12-28T15:00:00,Gary Winick 
49050,Filière 13,Filière 13,CA,QC,,,,,2010,5,Comédie policière,2015-12-28T20:00:00,Patrick Huard 
56890,Water For Elephants,De l'eau pour les éléphants,US,,,,,,2011,4,Drame,2015-12-28T22:30:00,Francis Lawrence 
50631,Prince of Persia: The Sands of Time,Prince of Persia: Les Sables du temps,US,,,,,,2010,5,Aventures,2015-12-29T00:30:00,Mike Newell 
70027,Hetjur Valhallar - Thor,Thor et les légendes du Valhalla,IS,DE,IE,,,,2011,0,Film d'animation,2015-12-29T09:00:00,Oskar Jonasson 
27628,"Gendarme à New-York, Le","Gendarme à New-York, Le",FR,IT,,,,,1965,4,Comédie,2015-12-29T13:00:00,Jean Girault 
55923,Gnomeo and Juliet,Gnoméo et Juliette,US,GB,,,,,2011,4,Film d'animation,2015-12-29T15:00:00,Kelly Asbury 
48810,Up in the Air,Haut dans les airs,US,,,,,,2009,3,Comédie dramatique,2015-12-29T22:30:00,Jason Reitman 
60331,"Délicatesse, La","Délicatesse, La",FR,,,,,,2011,5,Comédie sentimentale,2015-12-30T00:30:00,"Stéphane Foenkinos, David Foenkinos "
50103,Gamines,Gamines,FR,,,,,,2009,4,Chronique,2015-12-30T02:30:00,Éléonore Faucher 
60669,Frankenweenie,Frankenweenie,US,,,,,,2012,3,Film d'animation,2015-12-30T09:00:00,Tim Burton 
26275,"Gendarme se marie, Le","Gendarme se marie, Le",FR,IT,,,,,1968,4,Comédie,2015-12-30T13:00:00,Jean Girault 
907,Madeline,Madeline,US,,,,,,1998,4,Comédie,2015-12-30T15:00:00,Daisy von Scherler Mayer 
37181,"Homme et son péché, Un","Homme et son péché, Un",CA,QC,,,,,2002,4,Drame de moeurs,2015-12-30T19:30:00,Charles Binamé 
63775,Jobs,Jobs,US,,,,,,2013,5,Drame biographique,2015-12-30T22:30:00,Joshua Michael Stern 
55347,Potiche,Potiche,FR,,,,,,2010,4,Comédie,2015-12-31T00:30:00,François Ozon 
59388,"Nouvelle Guerre des boutons, La","Nouvelle Guerre des boutons, La",FR,,,,,,2011,5,Comédie,2015-12-31T09:00:00,Christophe Barratier 
25356,"Gendarme en balade, Le","Gendarme en balade, Le",FR,IT,,,,,1970,5,Comédie,2015-12-31T13:00:00,Jean Girault 
58396,"Big Year, The","Grande Année, La",US,,,,,,2011,5,Comédie,2015-12-31T15:00:00,David Frankel 
42442,Bon Cop Bad Cop,Bon Cop Bad Cop,CA,QC,,,,,2006,4,Comédie policière,2016-01-01T01:30:00,Érik Canuel 
45766,Bolt,Volt,US,,,,,,2008,4,Film d'animation,2016-01-01T09:00:00,"Byron Howard, Chris Williams "
23643,"Gendarme et les extra-terrestres, Le","Gendarme et les extra-terrestres, Le",FR,,,,,,1978,5,Comédie,2016-01-01T13:00:00,Jean Girault 
1791,Bridget Jones's Diary,"Journal de Bridget Jones, Le",US,,,,,,2001,4,Comédie sentimentale,2016-01-01T15:00:00,Sharon Maguire 
13185,"Way We Were, The",Nos plus belles années,US,,,,,,1973,3,Drame sentimental,2016-01-01T23:00:00,Sydney Pollack 
8533,Father of the Bride - Part II,"Père de la mariée - Tome II, Le",US,,,,,,1995,5,Comédie,2016-01-02T01:30:00,Charles Shyer 
70028,Die Schneekonigin,"Reine des neiges, La",DE,FI,,,,,2014,0,Comédie fantaisiste,2016-01-02T09:30:00,Karola Hattop 
56837,Mars Needs Moms,Des mamans pour Mars,US,,,,,,2011,5,Film d'animation,2016-01-02T13:00:00,Simon Wells 
61234,Sur la piste du Marsupilami,Sur la piste du Marsupilami,FR,BE,,,,,2012,4,Aventures,2016-01-02T15:00:00,Alain Chabat 
48947,"Joneses, The","Famille Jones, La",US,,,,,,2009,5,Comédie dramatique,2016-01-02T22:30:00,Derrick Borte 
63539,Side Effects,Effets secondaires,US,,,,,,2013,4,Thriller,2016-01-03T00:30:00,Steven Soderbergh 
37708,"Weight of Water, The","Poids de l'eau, Le",US,,,,,,2000,5,Thriller,2016-01-03T02:30:00,Kathryn Bigelow 
56902,Pirates of the Caribbean - On Stranger Tides,Pirates des Caraïbes - La Fontaine de Jouvence,US,,,,,,2011,5,Aventures,2016-01-03T14:00:00,Rob Marshall 
65331,Dallas Buyers Club,Dallas Buyers Club,US,,,,,,2013,3,Drame biographique,2016-01-03T22:30:00,Jean-Marc Vallée 
22968,Kramer vs. Kramer,Kramer contre Kramer,US,,,,,,1979,3,Drame psychologique,2016-01-04T00:30:00,Robert Benton 
59740,"Raven, The","Corbeau, Le",US,HU,ES,RS,,,2012,5,Thriller,2016-01-04T02:30:00,James McTeigue 
64250,Il était une fois les boys,Il était une fois les boys,CA,,,,,,2013,5,Drame sportif,2016-01-04T20:00:00,Richard Goudreau 
59070,Late Bloomers,Trois Fois 20 ans,FR,GB,BE,,,,2011,4,Comédie dramatique,2016-01-04T23:00:00,Julie Gavras 
39776,"Forgotten, The","Oubli, L'",US,,,,,,2004,5,Thriller,2016-01-05T01:00:00,Joseph Ruben 
62561,"Impossible, The","Impossible, L'",ES,US,,,,,2012,4,Drame,2016-01-05T20:00:00,Juan Antonio Bayona 
62505,Passion,Passion,US,,,,,,2012,4,Thriller,2016-01-05T23:00:00,Brian De Palma 
45166,Bonneville,Bonneville,US,,,,,,2006,5,Comédie dramatique,2016-01-06T01:00:00,Christopher N. Rowley 
46851,"Proposal, The","Proposition, La",US,,,,,,2009,5,Comédie sentimentale,2016-01-06T20:00:00,Anne Fletcher 
36984,Punch-Drunk Love,Ivre d'amour,US,,,,,,2002,3,Comédie sentimentale,2016-01-06T23:00:00,Paul Thomas Anderson 
63927,Lovelace,Lovelace,US,,,,,,2013,5,Drame biographique,2016-01-07T01:00:00,"Jeffrey Friedman, Rob Epstein "
45634,C'est dur d'être aimé par des cons,C'est dur d'être aimé par des cons,FR,,,,,,2008,4,Documentaire,2016-01-07T23:00:00,Daniel Leconte 
58989,Puncture,Piqûre,US,,,,,,2011,5,Drame judiciaire,2016-01-08T01:00:00,"Adam Kassen, Mark Kassen "
64347,Mr Hockey: The Gordie Howe Story,M. Hockey - L'histoire de Gordie Howe,US,,,,,,2013,0,Drame sportif,2016-01-08T20:00:00,Andy Mikita 
11840,"Juge et l'assassin, Le","Juge et l'assassin, Le",FR,,,,,,1976,3,Drame social,2016-01-08T23:00:00,Bertrand Tavernier 
61505,Deadfall,Chute mortelle,US,,,,,,2012,4,Thriller,2016-01-09T01:00:00,Stefan Ruzowitzky 
47942,Gooby,Gooby,CA,,,,,,2009,0,Comédie fantaisiste,2016-01-09T15:00:00,Wilson Coneybeare 
61753,Silver Linings Playbook,"Bon Côté des choses, Le",US,,,,,,2012,3,Comédie dramatique,2016-01-09T20:00:00,David O. Russell 
63803,Adore,Adore,AU,,,,,,2012,5,Drame de moeurs,2016-01-09T23:00:00,Anne Fontaine 
1206,"Ideal Husband, An","Mari idéal, Un",GB,,,,,,1999,4,Comédie de moeurs,2016-01-10T01:00:00,Oliver Parker 
46074,"Bonheur de Pierre, Le","Bonheur de Pierre, Le",CA,QC,,,,,2009,6,Comédie,2016-01-10T15:00:00,Robert Ménard 
64144,Louis Cyr - L'homme le plus fort du monde,Louis Cyr - L'homme le plus fort du monde,CA,QC,,,,,2013,4,Drame biographique,2016-01-10T20:00:00,Daniel Roby 
4879,Taxi Driver,Taxi Driver,US,,,,,,1976,1,Drame de moeurs,2016-01-10T23:30:00,Martin Scorsese 
62607,Unfinished Song,"Chanson pour Marion, Une",GB,,,,,,2012,4,Comédie dramatique,2016-01-11T01:20:00,Paul Andrew Williams 
59429,W.E.,W.E.,GB,,,,,,2011,5,Drame sentimental,2016-01-15T23:00:00,Madonna 
57211,"Made-for-Measure Murders, The",Meurtres sur mesure,GB,,,,,,2010,0,Drame policier,2016-01-16T15:00:00,Peter Smith 
48176,"Education, An","Éducation, Une",GB,,,,,,2009,3,Comédie dramatique,2016-01-16T23:40:00,Lone Scherfig 
41787,Marple: By the Pricking of My Thumbs,Miss Marple - Mon petit doigt m'a dit,GB,,,,,,2006,0,Drame policier,2016-01-17T01:40:00,Peter Medak 
39843,Shall We Dance?,Si on dansait?,US,,,,,,2004,5,Comédie sentimentale,2016-01-17T15:00:00,Peter Chelsom 
28747,Lawrence of Arabia,Lawrence d'Arabie,GB,,,,,,1962,1,Drame historique,2016-01-17T23:20:00,David Lean 
70065,Undeniable,"Assassin de ma mère, L'",GB,,,,,,2014,0,Drame policier,2016-01-18T03:00:00,John Strickland 
61292,Hemingway & Gellhorn,Hemingway et Gellhorn,US,,,,,,2012,4,Drame sentimental,2016-01-22T23:00:00,Philip Kaufman 
62657,Emperor,"Empereur, L'",US,,,,,,2012,5,Drame historique,2016-01-23T23:40:00,Peter Webber 
37829,My House in Umbria,Ma maison en Ombrie,GB,IT,,,,,2003,4,Drame,2016-01-24T01:40:00,Richard Loncraine 
61742,"Perks of Being a Wallflower, The","Monde de Charlie, Le",US,,,,,,2012,4,Drame sentimental,2016-01-24T15:00:00,Stephen Chbosky 
57617,Jodaeiye Nader az Simin,"Séparation, Une",IR,FR,,,,,2011,2,Drame,2016-01-24T23:20:00,Asghar Farhadi 
50748,Einstein and Eddington,Einstein & Eddington,GB,US,,,,,2008,4,Chronique historique,2016-01-25T01:20:00,Philip Martin 
57310,Martha Marcy May Marlene,Martha Marcy May Marlene,US,,,,,,2010,3,Drame psychologique,2016-01-29T23:00:00,Sean Durkin 
59446,Tinker Tailor Soldier Spy,"Taupe, La",FR,GB,DE,,,,2011,3,Drame d'espionnage,2016-01-30T23:40:00,Tomas Alfredson 
64895,Out of the Furnace,Au coeur du brasier,US,GB,,,,,2013,4,Thriller,2016-01-31T02:10:00,Scott Cooper 
46594,Race to Witch Mountain,"Course vers la montagne ensorcelée, La",US,,,,,,2009,5,Drame fantastique,2016-01-31T15:00:00,Andy Fickman 
62493,Frances Ha,Frances Ha,US,,,,,,2012,3,Comédie,2016-01-31T23:20:00,Noah Baumbach 
64744,Closed Circuit,Circuit fermé,GB,,,,,,2013,5,Thriller,2016-02-01T01:20:00,John Crowley 
57769,"Help, The","Couleur des sentiments, La",US,,,,,,2011,4,Drame social,2016-02-05T23:00:00,Tate Taylor 
60859,"Infidèles, Les","Infidèles, Les",FR,,,,,,2012,5,Film à sketches,2016-02-06T23:40:00,"Jean Dujardin, Éric Lartigau, Fred Cavayé, Michel Hazanavicius, Emmanuelle Bercot, Gilles Lellouche, Alexandre Courtes "
58205,Poirot: Three Act Tragedy,Poirot - Drame en trois actes,GB,,,,,,2010,0,Drame policier,2016-02-07T01:40:00,Ashley Pearce 
50836,Step Up 3-D,Dansez dans les rues 3,US,,,,,,2010,5,Drame musical,2016-02-07T15:00:00,Jon M. Chu 
14861,Malcolm X,Malcolm X,US,,,,,,1992,3,Drame biographique,2016-02-07T23:20:00,Spike Lee 
58561,La Piel que habito,"Peau que j'habite, La",ES,,,,,,2011,3,Thriller,2016-02-08T02:40:00,Pedro Almodovar 
70144,"Trip to Bountiful, The","Voyage d'une vie, Le",US,,,,,,2014,0,Drame,2016-02-12T23:00:00,Michael Wilson 
50156,Letters to Juliet,Lettres à Juliette,US,,,,,,2010,5,Comédie sentimentale,2016-02-13T23:40:00,Gary Winick 
39706,"Hollow, The","Vallon, Le",GB,,,,,,2004,0,Drame policier,2016-02-14T01:40:00,Simon Langton 
25279,Love Story,"Histoire d'amour, Une",US,,,,,,1970,4,Drame sentimental,2016-02-14T15:00:00,Arthur Hiller 
48153,I Hate Valentine's Day,Je déteste la St-Valentin,US,,,,,,2009,5,Comédie sentimentale,2016-02-15T01:30:00,Nia Vardalos 
70185,"Day Late and a Dollar Short, A","Fin du voyage, La",US,,,,,,2014,0,Drame,2016-02-19T23:00:00,Stephen Tolkin 
59626,"Heureux Événement, Un","Heureux Événement, Un",FR,,,,,,2011,4,Comédie dramatique,2016-02-20T23:40:00,Rémi Bezançon 
42950,Marple: The Sittaford Mystery,Miss Marple - Le mystère de Sittaford,GB,,,,,,2006,0,Drame policier,2016-02-21T01:40:00,Paul Unwin 
1881,America's Sweethearts,"Couple chéri, Le",US,,,,,,2001,5,Comédie,2016-02-21T15:00:00,Joe Roth 
26919,"To Sir, With Love","Jeunes Fauves, Les",GB,,,,,,1966,4,Drame social,2016-02-21T23:20:00,James Clavell 
2537,"Gathering Storm, The",Churchill: Pour l'amour d'un empire,GB,,,,,,2002,4,Drame historique,2016-02-22T01:05:00,Richard Loncraine 
70222,Abducted - The Carlina White Story,23 ans d'absence,CA,,,,,,2012,0,Drame,2016-02-26T23:00:00,Vondie Curtis-Hall 
62906,Catimini,Catimini,CA,QC,,,,,2012,3,Drame social,2016-02-27T23:40:00,Nathalie Saint-Pierre 
45306,"Deal, The",Entente et mésentente,US,,,,,,2008,5,Comédie satirique,2016-02-28T01:40:00,Steven Schachter 
1662,102 Dalmatians,"102 Dalmatiens, Les",US,,,,,,2000,5,Comédie fantaisiste,2016-02-28T15:00:00,Kevin Lima 
65549,Half of a Yellow Sun,"Autre Moitié du soleil, L'",GB,,,,,,2012,5,Drame,2016-02-28T23:20:00,Biyi Bandele 
70260,"Bachelor Weekend, The",Week-end de débauche,IE,,,,,,2013,5,Comédie,2016-02-29T01:15:00,John Butler 
64457,Sarah préfère la course,Sarah préfère la course,CA,QC,,,,,2013,4,Drame psychologique,2016-03-05T23:40:00,Chloé Robichaud 
65473,Moroccan Gigolos,Moroccan Gigolos,BE,CA,,,,,2013,5,Comédie,2016-03-06T01:40:00,Ismaël Saidi 
47214,À vos marques... Party! 2,À vos marques... Party! 2,CA,QC,,,,,2009,6,Comédie sentimentale,2016-03-06T15:00:00,Frédérik D'Amours 
61792,Camion,Camion,CA,QC,,,,,2012,4,Drame,2016-03-06T23:20:00,Rafaël Ouellet 
57401,"Vérité, La","Vérité, La",CA,QC,,,,,2011,4,Drame,2016-03-07T00:55:00,Marc Bisaillon 
54494,"Bonheur des autres, Le","Bonheur des autres, Le",CA,QC,,,,,2011,5,Comédie dramatique,2016-03-11T23:00:00,Jean-Philippe Pearson 
64519,Miraculum,Miraculum,CA,QC,,,,,2013,4,Drame,2016-03-12T23:40:00,Daniel Grou-Podz 
63490,Arwad,Arwad,CA,,,,,,2013,4,Drame,2016-03-13T01:40:00,"Samer Najari, Dominique Chila "
55238,"Appât, L'","Appât, L'",CA,QC,,,,,2010,6,Comédie policière,2016-03-13T15:00:00,Yves Simoneau 
67508,Tu dors Nicole,Tu dors Nicole,CA,QC,,,,,2014,3,Comédie dramatique,2016-03-13T23:20:00,Stéphane Lafleur 
1000,"C't'à ton tour, Laura Cadieux","C't'à ton tour, Laura Cadieux",CA,QC,,,,,1998,5,Comédie de moeurs,2016-03-14T00:50:00,Denise Filiatrault 
60043,"Empire Bo$$é, L'","Empire Bossé, L'",CA,QC,,,,,2012,5,Comédie satirique,2016-03-18T23:00:00,Claude Desrosiers 
68297,Noir (NWA),Noir (NWA),CA,QC,,,,,2015,5,Drame de moeurs,2016-03-19T23:40:00,Yves Christian Fournier 
54891,Jaloux,Jaloux,CA,QC,,,,,2010,3,Drame psychologique,2016-03-20T01:40:00,Patrick Demers 
50158,Y'en aura pas de facile,Y'en aura pas de facile,CA,QC,,,,,2010,5,Comédie,2016-03-20T15:00:00,Marc-André Lavoie 
48359,"Vendeur, Le","Vendeur, Le",CA,QC,,,,,2010,3,Drame psychologique,2016-03-21T00:00:00,Sébastien Pilote 
60563,Mesnak,Mesnak,CA,QC,,,,,2011,5,Drame de moeurs,2016-03-21T01:50:00,Yves Sioui Durand 
47426,"Grandes Chaleurs, Les","Grandes Chaleurs, Les",CA,QC,,,,,2009,5,Comédie dramatique,2016-03-25T23:30:00,Sophie Lorain 
679,"Boys, Les","Boys, Les",CA,QC,,,,,1997,6,Comédie,2016-03-26T22:40:00,Louis Saïa 
47017,"Colis, Le","Colis, Le",CA,QC,,,,,2010,6,Comédie,2016-03-27T00:40:00,Gaël D'Ynglemare 
48795,Cabotins,Cabotins,CA,QC,,,,,2010,4,Comédie dramatique,2016-03-27T15:00:00,Alain DesRochers 
17812,"Matins infidèles, Les","Matins infidèles, Les",CA,QC,,,,,1988,4,Comédie dramatique,2016-03-28T00:55:00,"Jean Beaudry, François Bouvier "
45793,Milk,Milk,US,,,,,,2008,3,Drame biographique,2016-04-01T23:00:00,Gus Van Sant 
1049,"Boys II, Les","Boys II, Les",CA,QC,,,,,1998,6,Comédie,2016-04-02T22:40:00,Louis Saïa 
1379,"Cider House Rules, The","Oeuvre de Dieu, la part du diable, L'",US,,,,,,1999,4,Chronique,2016-04-03T01:10:00,Lasse Hallstrom 
46633,Ghosts of Girlfriends Past,Hanté par ses ex,US,,,,,,2009,4,Comédie sentimentale,2016-04-03T15:00:00,Mark Waters 
4803,"Elephant Man, The","Homme éléphant, L' ",GB,,,,,,1980,2,Drame de moeurs,2016-04-03T23:23:00,David Lynch 
21348,"Gendarme et les gendarmettes, Le","Gendarme et les gendarmettes, Le",FR,,,,,,1982,6,Comédie,2016-04-04T01:25:00,"Tony Aboyantz, Jean Girault "
38161,"Grande Séduction, La","Grande Séduction, La",CA,QC,,,,,2003,3,Comédie dramatique,2016-04-08T23:00:00,Jean-François Pouliot 
2008,"Boys III, Les","Boys III, Les",CA,QC,,,,,2001,5,Comédie,2016-04-09T22:40:00,Louis Saïa 
12844,"Great Gatsby, The",Gatsby le magnifique,US,,,,,,1974,3,Drame sentimental,2016-04-10T01:10:00,Jack Clayton 
46633,Ghosts of Girlfriends Past,Hanté par ses ex,US,,,,,,2009,4,Comédie sentimentale,2016-04-10T15:00:00,Mark Waters 
48892,"Single Man, A","Homme au singulier, Un",US,,,,,,2009,4,Drame psychologique,2016-04-10T23:20:00,Tom Ford 
54843,"Study in Pink, A","Étude en rose, Une",GB,,,,,,2010,4,Drame policier,2016-04-11T01:00:00,Paul McGuigan 
62572,"Place Beyond the Pines, The",Au-delà des pins,US,,,,,,2012,4,Drame de moeurs,2016-04-15T23:00:00,Derek Cianfrance 
41528,"Boys IV, Les","Boys IV, Les",CA,QC,,,,,2005,5,Comédie,2016-04-16T22:40:00,George Mihalka 
31413,Rebel Without a Cause,"Fureur de vivre, La",US,,,,,,1955,2,Drame psychologique,2016-04-17T23:20:00,Nicholas Ray 
55201,"Blind Banker, The","Banquier aveugle, Le",GB,,,,,,2010,0,Drame policier,2016-04-18T01:10:00,Euros Lyn 
