UID_MEDIAFILM,TITRE_ORIGINAL,TITRE_FRANÇAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNÉE_PRODUCTION,COTE_MEDIAFILM,GENRE,DATE_HEURE_DIFFUSION,RÉALISATION
45931,Marple Mystery: Murder Is Easy,Miss Marple: Un meurtre est-il facile?,GB,,,,,,2008,0,Drame policier,2010-07-04T14:00:00,Hettie MacDonald 
38400,Lost in Translation,Traduction infidèle,US,,,,,,2003,3,Comédie sentimentale,2010-07-04T23:20:00,Sofia Coppola 
37384,25th Hour,"25e heure, La",US,,,,,,2002,4,Drame de moeurs,2010-07-05T01:05:00,Spike Lee 
44582,Penelope,Pénélope,GB,,,,,,2006,5,Conte,2010-07-05T13:00:00,Mark Palansky 
27985,"Hard Day's Night, A",Quatre Garçons dans le vent,GB,,,,,,1964,4,Comédie musicale,2010-07-05T15:00:00,Richard Lester 
39973,After the Sunset,Complot au crépuscule,US,,,,,,2004,5,Comédie policière,2010-07-06T00:50:00,Brett Ratner 
38196,Johnny English,Johnny English,GB,,,,,,2003,5,Comédie satirique,2010-07-08T13:30:00,Peter Howitt 
36665,"Boulet, Le","Boulet, Le",FR,GB,,,,,2001,5,Comédie policière,2010-07-09T00:50:00,"Alain Berberian, Frédéric Forestier "
42417,OSS 117: Le Caire - nid d'espions,OSS 117: Le Caire - nid d'espions,FR,,,,,,2006,4,Comédie d'espionnage,2010-07-09T13:30:00,Michel Hazanavicius 
50572,Mrs Mandela,"Winnie, l'autre Mandela",GB,,,,,,2010,4,Drame biographique,2010-07-09T19:00:00,Michael Samuels 
42337,"Road to Guantanamo, The",Aller simple pour Guantanamo,GB,,,,,,2005,3,Chronique,2010-07-10T00:50:00,"Mat Whitecross, Michael Winterbottom "
43596,Contre toute espérance,Contre toute espérance,CA,QC,,,,,2007,4,Drame psychologique,2010-07-10T20:00:00,Bernard Émond 
38495,Veronica Guerin,Veronica Guerin,US,IE,,,,,2003,5,Drame social,2010-07-10T23:20:00,Joel Schumacher 
506,Lucie Aubrac,Lucie Aubrac,FR,,,,,,1997,4,Drame historique,2010-07-11T23:20:00,Claude Berri 
42069,Kinky Boots,Drôles de bottes,GB,,,,,,2005,4,Comédie dramatique,2010-07-12T13:00:00,Julian Jarrold 
39030,Dirty Dancing - Havana Nights,Danse lascive 2: Les Nuits de La Havane,US,,,,,,2004,5,Drame musical,2010-07-13T00:30:00,Guy Ferland 
5773,Talk of Angels,"Secret des anges, Le",US,,,,,,1998,5,Drame sentimental,2010-07-13T13:30:00,Nick Hamm 
38441,Secondhand Lions,"Vieux Lions, Les",US,,,,,,2003,4,Comédie dramatique,2010-07-14T00:30:00,Tim McCanlies 
39371,Pride,"Clan des rois, Le",GB,,,,,,2004,5,Aventures,2010-07-14T13:30:00,John Downer 
41483,Poirot: Taken at the Flood,Poirot - Le Flux et le reflux,GB,,,,,,2005,0,Drame policier,2010-07-15T00:30:00,Andy Wilson 
37362,Pinocchio,Pinocchio,IT,,,,,,2002,5,Conte,2010-07-15T13:30:00,Roberto Benigni 
38335,Gaz Bar Blues,Gaz Bar Blues,CA,QC,,,,,2003,3,Comédie dramatique,2010-07-16T00:30:00,Louis Bélanger 
38922,Janis et John,Janis et John,FR,,,,,,2003,4,Comédie dramatique,2010-07-16T13:30:00,Samuel Benchetrit 
43889,"Nanny Diaries, The","Journal d'une nanny, Le",US,,,,,,2007,4,Comédie dramatique,2010-07-16T19:00:00,"Shari Springer Berman, Robert Pulcini "
42765,Catch a Fire,De feu et de sang,GB,US,,,,,2006,5,Drame social,2010-07-17T00:30:00,Phillip Noyce 
39266,Siulam Chukkau,Shaolin Soccer,HK,,,,,,2001,4,Comédie fantaisiste,2010-07-17T15:00:00,Stephen Chow 
38554,My Life Without Me,Ma Vie sans moi,CA,ES,,,,,2003,4,Drame psychologique,2010-07-17T20:00:00,Isabel Coixet 
16781,"Grifters, The","Arnaqueurs, Les",US,,,,,,1990,3,Drame de moeurs,2010-07-17T22:37:00,Stephen Frears 
38885,"Cooler, The",Lady Chance,US,,,,,,2002,4,Comédie dramatique,2010-07-18T00:57:00,Wayne Kramer 
1478,"Liaison pornographique, Une","Liaison pornographique, Une",FR,BE,,,,,1999,4,Drame de moeurs,2010-07-18T22:38:00,Frédéric Fonteyne 
42291,"Rois maudits, Les","Rois maudits, Les",FR,IT,,,,,2005,0,Chronique historique,2010-07-18T23:58:00,Josée Dayan 
38137,"Adversaire, L'","Adversaire, L'",FR,CH,ES,,,,2002,4,Drame psychologique,2010-07-19T01:58:00,Nicole Garcia 
38308,I Capture the Castle,"Demoiselles du château, Les",GB,,,,,,2003,3,Drame sentimental,2010-07-19T13:00:00,Tim Fywell 
39383,France boutique,France boutique,FR,,,,,,2003,5,Comédie de moeurs,2010-07-20T00:30:00,Tonie Marshall 
15384,Singles,Célibataires,US,,,,,,1992,4,Comédie sentimentale,2010-07-20T13:30:00,Cameron Crowe 
38530,Sylvia,Sylvia,GB,,,,,,2003,4,Drame biographique,2010-07-21T00:30:00,Christine Jeffs 
38678,"Haunted Mansion, The","Manoir hanté, Le",US,,,,,,2003,5,Comédie fantaisiste,2010-07-21T13:30:00,Rob Minkoff 
41448,Poirot: The Mystery of the Blue Train,Poirot - Le Train bleu,GB,,,,,,2005,0,Drame policier,2010-07-22T01:00:00,Hettie MacDonald 
36696,Good Advice,Courrier du coeur,US,,,,,,2001,5,Comédie sentimentale,2010-07-22T13:30:00,Steve Rash 
38768,"Cuore Altrove, Il","Coeur ailleurs, Le",IT,,,,,,2003,4,Comédie dramatique,2010-07-23T01:00:00,Pupi Avati 
16860,"Château de ma mère, Le","Château de ma mère, Le",FR,,,,,,1990,3,Comédie dramatique,2010-07-23T13:30:00,Yves Robert 
1886,"Princess Diaries, The","Journal d'une princesse, Le",US,,,,,,2001,5,Comédie,2010-07-23T19:00:00,Garry Marshall 
39916,In Enemy Hands,Aux mains de l'ennemi,US,,,,,,2004,5,Drame de guerre,2010-07-24T01:00:00,Tony Giglio 
39076,"Dernier Tunnel, Le","Dernier Tunnel, Le",CA,QC,,,,,2004,4,Thriller,2010-07-24T20:00:00,Érik Canuel 
1379,"Cider House Rules, The","Oeuvre de Dieu, la part du diable, L'",US,,,,,,1999,4,Chronique,2010-07-24T22:37:00,Lasse Hallstrom 
14122,Blink,"Yeux de braise, Les",US,,,,,,1994,4,Drame policier,2010-07-25T01:05:00,Michael Apted 
1211,Buena Vista Social Club,Buena Vista Social Club,DE,US,CU,,,,1999,4,Documentaire,2010-07-25T22:38:00,Wim Wenders 
42291,"Rois maudits, Les","Rois maudits, Les",FR,IT,,,,,2005,0,Chronique historique,2010-07-26T00:40:00,Josée Dayan 
37494,Cidade de Deus,Cité de Dieu,BR,,,,,,2002,2,Drame social,2010-07-26T02:40:00,"Fernando Meirelles, Katia Lund "
16769,"Gloire de mon père, La","Gloire de mon père, La",FR,,,,,,1990,3,Chronique,2010-07-26T13:00:00,Yves Robert 
40375,Rory O'Shea Was Here,Libre comme Rory O'Shea,GB,,,,,,2004,4,Drame psychologique,2010-07-27T00:30:00,Damien O'Donnell 
44373,My Boy Jack,Mon fils Jack,GB,,,,,,2007,3,Drame biographique,2010-07-27T13:30:00,Brian Kirk 
37635,Spider,Spider,CA,,,,,,2002,3,Drame psychologique,2010-07-28T00:30:00,David Cronenberg 
39751,Mr. 3000,Mr 3000,US,,,,,,2004,5,Comédie sportive,2010-07-28T13:30:00,Charles Stone III 
41680,Marple: The Moving Finger,Miss Marple - La Plume empoisonnée,GB,,,,,,2006,0,Drame policier,2010-07-29T00:30:00,Tom Shankland 
42296,Wah-Wah,Bla-Bla,GB,,,,,,2005,4,Comédie dramatique,2010-07-29T13:30:00,Richard E. Grant 
1313,Matroni et moi,Matroni et moi,CA,QC,,,,,1999,4,Comédie policière,2010-07-30T00:30:00,Jean-Philippe Duval 
42642,"Doublure, La","Doublure, La",FR,,,,,,2006,5,Comédie,2010-07-30T13:30:00,Francis Veber 
39565,"Princess Diaries 2: Royal Engagement, The","Journal d'une princesse 2: Les Fiançailles royales, Le",US,,,,,,2004,5,Comédie sentimentale,2010-07-30T19:00:00,Garry Marshall 
40345,Agents secrets,Agents secrets,FR,,,,,,2004,4,Drame d'espionnage,2010-07-31T00:30:00,Frédéric Schoendoerffer 
43052,Miss Potter,Miss Potter,GB,US,,,,,2006,4,Drame biographique,2010-07-31T15:00:00,Chris Noonan 
39241,Monica la mitraille,Monica la mitraille,CA,QC,,,,,2004,4,Drame biographique,2010-07-31T19:00:00,Pierre Houle 
41992,"Rage de l'ange, La","Rage de l'ange, La",CA,QC,,,,,2006,5,Drame social,2010-07-31T22:37:00,Dan Bigras 
172,Trainspotting,Ferrovipathes,GB,,,,,,1995,3,Comédie de moeurs,2010-08-01T00:54:00,Danny Boyle 
43045,Marple: Towards Zero,Miss Marple: l'heure zéro,GB,,,,,,2006,0,Drame policier,2010-08-01T14:00:00,David Grindley 
9550,Pulp Fiction,Fiction pulpeuse,US,,,,,,1994,1,Drame de moeurs,2010-08-01T22:38:00,Quentin Tarantino 
42291,"Rois maudits, Les","Rois maudits, Les",FR,IT,,,,,2005,0,Chronique historique,2010-08-02T00:40:00,Josée Dayan 
42837,Fur - An Imaginary Portrait of Diane Arbus,Fur - Portrait imaginaire de Diane Arbus,US,,,,,,2006,4,Drame sentimental,2010-08-02T02:40:00,Steven Shainberg 
245,"Homme idéal, L'","Homme idéal, L'",CA,QC,,,,,1996,5,Comédie,2010-08-02T13:00:00,George Mihalka 
41958,Omagh,Omagh,IE,,,,,,2004,3,Drame social,2010-08-03T00:30:00,Pete Travis 
17017,Three Fugitives,Trois Fugitifs,US,,,,,,1989,4,Comédie,2010-08-03T13:30:00,Francis Veber 
41902,"Libertine, The","Rochester, le dernier des libertins",GB,,,,,,2005,5,Drame historique,2010-08-04T00:30:00,Laurence Dunmore 
8327,"Hunchback, The",Quasimodo,US,HU,CA,CZ,,,1997,5,Drame,2010-08-04T13:30:00,Peter Medak 
41615,Marple: Sleeping Murder,Miss Marple - La Dernière Énigme,GB,,,,,,2006,0,Drame policier,2010-08-05T00:30:00,Ed Hall 
44394,Starter for 10,Question à 10,GB,US,,,,,2006,4,Comédie sentimentale,2010-08-05T13:30:00,Tom Vaughan 
41959,Tristram Shandy - A Cock & Bull Story,Tristram Shandy: Une histoire sans queue ni tête,GB,,,,,,2005,3,Comédie,2010-08-06T00:30:00,Michael Winterbottom 
13501,Deux Hommes dans la ville,Deux Hommes dans la ville,FR,IT,,,,,1973,4,Drame psychologique,2010-08-06T13:30:00,José Giovanni 
43259,Wild Hogs,"Fous de la moto, Les",US,,,,,,2007,5,Comédie,2010-08-06T19:00:00,Walt Becker 
400,"Jaguar, Le","Jaguar, Le",FR,,,,,,1996,5,Comédie,2010-08-07T00:30:00,Francis Veber 
44349,Tous à l'Ouest - Une Aventure de Lucky Luke,Tous à l'Ouest - Une Aventure de Lucky Luke,FR,,,,,,2007,4,Film d'animation,2010-08-07T15:00:00,Olivier Jean-Marie 
37849,"Safety of Objects, The","Confort des objets, Le",US,,,,,,2001,5,Drame psychologique,2010-08-07T22:37:00,Rose Troche 
1399,Topsy-Turvy,Topsy-Turvy,GB,,,,,,1999,3,Comédie de moeurs,2010-08-08T01:02:00,Mike Leigh 
43547,Marple: Ordeal by Innocence,Miss Marple: Témoin indésirable,GB,,,,,,2007,0,Drame policier,2010-08-08T14:00:00,Moira Armstrong 
1684,Wo Hu Zang Long,Tigre et dragon,HK,TW,US,,,,2000,3,Aventures,2010-08-08T22:38:00,Ang Lee 
42291,"Rois maudits, Les","Rois maudits, Les",FR,IT,,,,,2005,0,Chronique historique,2010-08-09T00:40:00,Josée Dayan 
38399,Cold Creek Manor,"Maison au fond de la baie, La",US,,,,,,2003,6,Thriller,2010-08-09T02:12:00,Mike Figgis 
40373,Bride and Prejudice ,Coup de foudre à Bollywood,GB,,,,,,2004,4,Comédie musicale,2010-08-09T13:00:00,Gurinder Chadha 
41888,Tsotsi,Tsotsi,ZA,,,,,,2005,3,Drame policier,2010-08-10T00:30:00,Gavin Hood 
44760,"Baxter, The","Bon Perdant, Le",US,,,,,,2005,5,Comédie,2010-08-10T13:30:00,Michael Showalter 
9435,Eldorado,Eldorado,CA,QC,,,,,1995,4,Étude de moeurs,2010-08-11T00:30:00,Charles Binamé 
17358,"Honey, I Shrunk the Kids","Chérie, J'ai réduit les enfants",US,,,,,,1989,4,Comédie fantaisiste,2010-08-11T13:30:00,Joe Johnston 
40292,Marple: 4:50 from Paddington,Miss Marple - Le Train de 16 h 50,GB,,,,,,2004,0,Comédie policière,2010-08-12T00:30:00,Andy Wilson 
14902,"Honey, I Blew Up the Kid","Chérie, j'ai gonflé le bébé",US,,,,,,1992,5,Comédie fantaisiste,2010-08-12T13:30:00,Randal Kleiser 
41164,Familia,Familia,CA,QC,,,,,2005,4,Drame psychologique,2010-08-13T00:30:00,Louise Archambault 
40305,Vipère au poing,Vipère au poing,FR,GB,,,,,2004,4,Comédie dramatique,2010-08-13T13:30:00,Philippe de Broca 
1791,Bridget Jones's Diary,"Journal de Bridget Jones, Le",US,,,,,,2001,4,Comédie sentimentale,2010-08-13T19:00:00,Sharon Maguire 
40567,"États-Unis d'Albert, Les","États-Unis d'Albert, Les",CA,QC,CH,FR,,,2005,5,Comédie fantaisiste,2010-08-14T00:30:00,André Forcier 
37189,Ararat,Ararat,CA,,,,,,2002,4,Drame,2010-08-14T22:37:00,Atom Egoyan 
37795,20h17 rue Darling,20h17 rue Darling,CA,QC,,,,,2003,3,Drame psychologique,2010-08-16T00:08:00,Bernard Émond 
42291,"Rois maudits, Les","Rois maudits, Les",FR,IT,,,,,2005,0,Chronique historique,2010-08-16T01:46:00,Josée Dayan 
41617,Casanova,Casanova,US,,,,,,2005,4,Comédie sentimentale,2010-08-16T13:00:00,Lasse Hallstrom 
37398,"Hours, The","Heures, Les",US,,,,,,2002,3,Drame psychologique,2010-08-17T00:30:00,Stephen Daldry 
41342,Shania: A Life in Eight Albums,"Shania, une vie en huit albums",CA,,,,,,2005,5,Drame biographique,2010-08-17T13:30:00,Jerry Ciccoritti 
40294,"Assassination of Richard Nixon, The","Assassinat de Richard Nixon, L'",US,,,,,,2004,4,Drame psychologique,2010-08-18T00:30:00,Niels Mueller 
38108,Whale Rider,"Légende des baleines, La",NZ,,,,,,2002,3,Drame,2010-08-18T13:30:00,Niki Caro 
40269,Murder at the Vicarage,Meurtre au presbytère,GB,US,,,,,2004,0,Drame policier,2010-08-19T00:30:00,Charles Palmer 
41900,"Shaggy Dog, The",Quelle vie de chien,US,,,,,,2006,6,Comédie fantaisiste,2010-08-19T13:30:00,Brian Robbins 
44180,P2,P2,US,,,,,,2006,5,Thriller,2010-08-20T00:30:00,Franck Khalfoun 
38244,Fanfan La Tulipe,Fanfan La Tulipe,FR,,,,,,2003,5,Aventures,2010-08-20T13:30:00,Gérard Krawczyk 
39961,Bridget Jones - The Edge of Reason,Bridget Jones - L'Âge de raison,GB,,,,,,2004,5,Comédie sentimentale,2010-08-20T19:00:00,Beeban Kidron 
44645,I Could Never Be Your Woman,Jamais ensemble,US,,,,,,2008,5,Comédie sentimentale,2010-08-21T00:30:00,Amy Heckerling 
37357,Chicago,Chicago,US,,,,,,2002,3,Comédie musicale,2010-08-22T00:07:00,Rob Marshall 
44016,"Cri au bonheur, Un","Cri au bonheur, Un",CA,QC,,,,,2007,4,Film d'essai,2010-08-22T22:38:00,collectif 
38921,Miracle,Miracle,US,,,,,,2004,5,Drame sportif,2010-08-23T00:09:00,Gavin O'Connor 
1234,"Blair Witch Project, The","Projet Blair, Le",US,,,,,,1999,4,Drame d'horreur,2010-08-23T02:26:00,"Eduardo Sanchez, Daniel Myrick "
45785,Flawless,Infaillible,GB,LU,,,,,2007,5,Thriller,2010-08-23T13:00:00,Michael Radford 
40631,"Hitchhiker's Guide to the Galaxy, The","Guide galactique, Le",US,,,,,,2005,4,Comédie fantaisiste,2010-08-24T00:30:00,Garth Jennings 
39158,Ella Enchanted,Ella l'ensorcelée,US,,,,,,2004,5,Comédie fantaisiste,2010-08-24T13:30:00,Tommy O'Haver 
908,Jenseits der Stille,Au-delà du silence,DE,,,,,,1996,5,Drame psychologique,2010-08-25T00:30:00,Caroline Link 
38130,Owning Mahowny,"Double Vie de Mahowny, La ",CA,,,,,,2003,4,Drame psychologique,2010-08-25T13:30:00,Richard Kwietniowski 
41787,Marple: By the Pricking of My Thumbs,Miss Marple - Mon petit doigt m'a dit,GB,,,,,,2006,0,Drame policier,2010-08-26T00:30:00,Peter Medak 
37973,"Shape of Things, The","Forme des choses, La",US,,,,,,2002,4,Drame de moeurs,2010-08-26T13:30:00,Neil LaBute 
1668,"Muses orphelines, Les","Muses orphelines, Les",CA,QC,,,,,2000,4,Drame psychologique,2010-08-27T00:30:00,Robert Favreau 
40163,Mariages!,Mariages!,FR,,,,,,2003,5,Comédie de moeurs,2010-08-27T13:30:00,Valérie Guignabodet 
38942,Dans l'oeil du chat,Dans l'oeil du chat,CA,QC,,,,,2003,5,Thriller,2010-08-28T00:30:00,Rudy Barichello 
40010,Nouvelle-France,Nouvelle-France,CA,QC,FR,GB,,,2004,5,Drame,2010-08-28T19:00:00,Jean Beaudin 
42551,9/11: The Twin Towers,11 septembre dans les tours jumelles,GB,,,,,,2006,0,Documentaire,2010-08-28T22:35:00,Richard Dale 
50616,Marple: They Do It With Mirrors,Miss Marple: Jeux de glace,GB,,,,,,2009,0,Drame policier,2010-08-29T14:00:00,Andy Wilson 
44487,In Bruges,Bienvenue à Bruges,GB,BE,,,,,2008,4,Comédie dramatique,2010-08-29T22:35:00,Martin McDonagh 
860,"Horse Whisperer, The","Homme qui murmurait à l'oreille des chevaux, L'",US,,,,,,1998,4,Drame sentimental,2010-08-30T00:25:00,Robert Redford 
38291,Open Range,"Ouest sauvage, L'",US,,,,,,2003,4,Western,2010-08-30T03:05:00,Kevin Costner 
38982,Touching the Void,"Mort suspendue, La",GB,US,,,,,2003,3,Documentaire,2010-08-30T13:00:00,Kevin Macdonald 
38438,Under the Tuscan Sun,Sous le soleil de Toscane,US,,,,,,2003,4,Chronique,2010-08-31T00:30:00,Audrey Wells 
49813,Opal Dream,"Secret de Kelly-Anne, Le",AU,GB,,,,,2006,4,Comédie dramatique,2010-08-31T13:30:00,Peter Cattaneo 
39129,"Ladykillers, The","Tueurs de dames, Les",US,,,,,,2003,4,Comédie policière,2010-09-01T00:30:00,"Ethan Coen, Joel Coen "
1892,Greenfingers,Jardinage à l'anglaise,GB,,,,,,2000,5,Comédie de moeurs,2010-09-01T13:30:00,Joel Hershman 
40248,Marple: The Body in the Library,Miss Marple - Un Cadavre dans la bibliothèque,GB,,,,,,2004,0,Drame policier,2010-09-02T00:30:00,Andy Wilson 
4167,Blessed Stranger: After Flight 111,"Drame du vol 111, Le",CA,,,,,,2000,4,Drame,2010-09-02T13:30:00,David Wellington 
39980,I'll Sleep When I'm Dead,Seule la mort peut m'arrêter,GB,US,,,,,2003,4,Thriller,2010-09-03T00:30:00,Mike Hodges 
19375,Subway,Subway,FR,,,,,,1985,4,Drame policier,2010-09-03T13:30:00,Luc Besson 
47447,Poirot: Cat Among the Pigeons,Poirot - Le Chat et les pigeons,GB,,,,,,2008,0,Drame policier,2010-09-03T15:30:00,James Kent 
45019,Bienvenue chez les Ch'tis,Bienvenue chez les Ch'tis,FR,,,,,,2008,4,Comédie,2010-09-03T19:00:00,Dany Boon 
40751,Ladies in Lavender,Parfum de lavande,GB,,,,,,2004,4,Comédie dramatique,2010-09-04T00:30:00,Charles Dance 
40604,"Survenant, Le","Survenant, Le",CA,QC,,,,,2005,4,Drame de moeurs,2010-09-04T19:00:00,Érik Canuel 
41654,Transamerica,Transamerica,US,,,,,,2005,4,Comédie dramatique,2010-09-05T22:38:00,Duncan Tucker 
41133,Ordo,Ordo,FR,,,,,,2004,4,Comédie dramatique,2010-09-06T00:24:00,Laurence Ferreira Barbosa 
39938,CQ2 (Seek You Too),CQ2 (Seek You Too),CA,QC,FR,,,,2004,5,Drame psychologique,2010-09-06T02:09:00,Carole Laure 
48787,Hommes à louer,Hommes à louer,CA,QC,,,,,2008,4,Documentaire,2010-09-10T21:00:00,Rodrigue Jean 
44030,Québec sur ordonnance,Québec sur ordonnance,CA,QC,,,,,2007,5,Documentaire,2010-09-12T00:05:00,Paul Arcand 
40009,Finding Neverland,Voyage au pays imaginaire,US,,,,,,2004,4,Comédie dramatique,2010-09-12T22:35:00,Marc Forster 
38156,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates des Caraïbes: La Malédiction de la Perle Noire,US,,,,,,2003,4,Aventures,2010-09-13T00:20:00,Gore Verbinski 
1349,Sleepy Hollow,Sleepy Hollow,US,,,,,,1999,3,Drame fantastique,2010-09-13T02:30:00,Tim Burton 
692,Mr. Magoo,M. Magoo,US,,,,,,1997,6,Comédie policière,2010-09-17T15:00:00,Stanley Tong 
1081,Hilary and Jackie,Hilary et Jackie,GB,,,,,,1998,4,Drame biographique,2010-09-19T00:05:00,Anand Tucker 
19094,Jean de Florette,Jean de Florette,FR,,,,,,1986,3,Comédie dramatique,2010-09-19T23:35:00,Claude Berri 
44023,"Se, Jie","Désir, danger",HK,,,,,,2007,3,Thriller,2010-09-20T01:28:00,Ang Lee 
45166,Bonneville,Bonneville,US,,,,,,2006,5,Comédie dramatique,2010-09-24T15:00:00,Christopher N. Rowley 
38680,Crime Spree,Drôles de Bandits,CA,,,,,,2003,5,Comédie policière,2010-09-26T00:05:00,Brad Mirman 
14961,Van Gogh,Van Gogh,FR,,,,,,1991,3,Drame biographique,2010-09-27T00:53:00,Maurice Pialat 
41137,Albert est méchant,Albert est méchant,FR,,,,,,2003,6,Comédie,2010-09-27T03:28:00,Hervé Palud 
44843,Zoop in India,Zoo rangers en Inde,NL,,,,,,2006,0,Aventures,2010-10-01T15:00:00,Johan Nijenhuis 
38979,Jack Paradise - Les Nuits de Montréal,Jack Paradise - Les Nuits de Montréal,CA,QC,,,,,2004,5,Drame musical,2010-10-03T00:07:00,Gilles Noël 
1450,"Dilettante, La","Dilettante, La",FR,,,,,,1999,4,Comédie dramatique,2010-10-04T00:55:00,Pascal Thomas 
37774,Bend It Like Beckham,Joue-la comme Beckham,GB,,,,,,2002,4,Comédie de moeurs,2010-10-04T02:52:00,Gurinder Chadha 
40392,"Pacifier, The","Pacificateur, Le",US,,,,,,2005,5,Comédie policière,2010-10-08T15:00:00,Adam Shankman 
42321,Asylum,"Asile, L'",GB,,,,,,2005,4,Drame psychologique,2010-10-10T00:07:00,David Mackenzie 
39892,Vera Drake,"Secret de Vera Drake, Le",GB,,,,,,2004,2,Drame social,2010-10-11T00:55:00,Mike Leigh 
1185,Los Amantes del circulo polar,"Amants du cercle polaire, Les",ES,,,,,,1998,4,Drame sentimental,2010-10-11T03:02:00,Julio Medem 
45229,Il était une fois dans l'oued,Il était une fois dans l'oued,FR,,,,,,2005,5,Comédie,2010-10-15T15:00:00,Djamel Bensalah 
40928,Wedding Crashers,Garçons sans honneur,US,,,,,,2005,5,Comédie,2010-10-17T00:07:00,David Dobkin 
39424,Zatôichi,"Zatoichi, le Samouraï",JP,,,,,,2003,3,Aventures,2010-10-18T00:55:00,Takeshi Kitano 
40093,"Life Aquatic With Steve Zissou, The","Vie aquatique avec Steve Zissou, La",US,,,,,,2004,4,Comédie,2010-10-18T02:48:00,Wes Anderson 
3571,Relative Values,"Vraies Valeurs, Les",GB,,,,,,2000,5,Comédie,2010-10-22T15:00:00,Eric Styles 
15904,"Hand That Rocks the Cradle, The","Main qui berce l'enfant, La",US,,,,,,1992,5,Thriller,2010-10-24T00:07:00,Curtis Hanson 
37319,Hable con ella,Parle avec elle,ES,,,,,,2001,2,Drame,2010-10-25T00:55:00,Pedro Almodovar 
1272,Ça commence aujourd'hui,Ça commence aujourd'hui,FR,,,,,,1999,3,Drame social,2010-10-25T02:51:00,Bertrand Tavernier 
38397,"Moi César, 10 ans 1/2, 1 m 39","Moi César, 10 ans 1/2, 1 m 39",FR,,,,,,2003,4,Comédie,2010-10-29T15:00:00,Richard Berry 
40816,Sotto falso nome,"Prix du désir, Le",IT,,,,,,2004,4,Drame de moeurs,2010-11-01T00:55:00,Roberto Ando 
39878,Head in the Clouds,"Tête dans les nuages, La",CA,GB,,,,,2004,5,Chronique,2010-11-01T02:42:00,John Duigan 
2957,About Adam,À propos d'Adam,GB,,,,,,2000,4,Comédie de moeurs,2010-11-05T15:00:00,Gerad Stembridge 
43311,Amazing Grace,"Grâce du ciel, La",GB,,,,,,2006,4,Drame biographique,2010-11-07T00:07:00,Michael Apted 
19279,Autour de minuit,Autour de minuit,FR,US,,,,,1986,2,Drame musical,2010-11-08T00:37:00,Bertrand Tavernier 
18538,"Good Morning, Vietnam",Bonjour Vietnam,US,,,,,,1987,4,Comédie dramatique,2010-11-08T02:39:00,Barry Levinson 
44850,"Visitor, The",De Passage,US,,,,,,2007,3,Comédie dramatique,2010-11-12T15:00:00,Tom McCarthy 
45993,Taking Chance,"Honneur d'un Marine, L'",US,,,,,,2009,4,Drame,2010-11-14T00:05:00,Ross Katz 
39654,Elles étaient cinq,Elles étaient cinq,CA,QC,,,,,2004,4,Drame psychologique,2010-11-14T03:35:00,Ghyslaine Côté 
39498,La Meglio Gioventu,Nos meilleures années - Acte 1,IT,,,,,,2003,3,Chronique,2010-11-15T00:55:00,Marco Tullio Giordana 
38432,Chouchou,Chouchou,FR,,,,,,2003,5,Comédie de moeurs,2010-11-19T15:00:00,Merzak Allouache 
39498,La Meglio Gioventu,Nos meilleures années - Acte 1,IT,,,,,,2003,3,Chronique,2010-11-22T00:55:00,Marco Tullio Giordana 
